(Sample number366)  iteration number: 512, Error = 0.00100064
(Sample number367)  iteration number: 512, Error = 0.00111503
(Sample number368)  iteration number: 512, Error = 0.00153063
(Sample number369)  iteration number: 512, Error = 0.00183134
(Sample number370)  iteration number: 512, Error = 0.00162491
(Sample number371)  iteration number: 512, Error = 0.00251126
(Sample number372)  iteration number: 512, Error = 0.00104428
(Sample number373)  iteration number: 512, Error = 0.00155586
(Sample number374)  iteration number: 52, Error = 0.000998714
(Sample number375)  iteration number: 512, Error = 0.00187128
(Sample number376)  iteration number: 512, Error = 0.00126702
(Sample number377)  iteration number: 512, Error = 0.00409872
(Sample number378)  iteration number: 512, Error = 0.00109115
(Sample number379)  iteration number: 512, Error = 0.00126601
(Sample number380)  iteration number: 512, Error = 0.0012058
(Sample number381)  iteration number: 512, Error = 0.00154649
(Sample number382)  iteration number: 512, Error = 0.00116104
(Sample number383)  iteration number: 512, Error = 0.00222585
(Sample number384)  iteration number: 512, Error = 0.00185952
(Sample number385)  iteration number: 512, Error = 0.00130514
(Sample number386)  iteration number: 381, Error = 0.000999227
(Sample number387)  iteration number: 512, Error = 0.00218131
(Sample number388)  iteration number: 216, Error = 0.000999538
(Sample number389)  iteration number: 512, Error = 0.00200005
(Sample number390)  iteration number: 512, Error = 0.00204782
(Sample number391)  iteration number: 512, Error = 0.00248646
(Sample number392)  iteration number: 1, Error = 0.000802361
(Sample number393)  iteration number: 512, Error = 0.00144558
(Sample number394)  iteration number: 512, Error = 0.0021036
(Sample number395)  iteration number: 512, Error = 0.00247237
(Sample number396)  iteration number: 488, Error = 0.00099976
(Sample number397)  iteration number: 512, Error = 0.0023556
(Sample number398)  iteration number: 512, Error = 0.0024609
(Sample number399)  iteration number: 512, Error = 0.00145305
(Sample number400)  iteration number: 512, Error = 0.00168528
(Sample number401)  iteration number: 512, Error = 0.00186283
(Sample number402)  iteration number: 512, Error = 0.00176787
(Sample number403)  iteration number: 512, Error = 0.00122199
(Sample number404)  iteration number: 512, Error = 0.00205666
(Sample number405)  iteration number: 512, Error = 0.00314356
(Sample number406)  iteration number: 512, Error = 0.0018172
(Sample number407)  iteration number: 512, Error = 0.00136521
(Sample number408)  iteration number: 512, Error = 0.0010858
(Sample number409)  iteration number: 1, Error = 0.000186621
(Sample number410)  iteration number: 512, Error = 0.00183253
(Sample number411)  iteration number: 460, Error = 0.000999441
(Sample number412)  iteration number: 451, Error = 0.000999009
(Sample number413)  iteration number: 512, Error = 0.00243569
(Sample number414)  iteration number: 199, Error = 0.000999986
(Sample number415)  iteration number: 512, Error = 0.00150727
(Sample number416)  iteration number: 512, Error = 0.00258545
(Sample number417)  iteration number: 512, Error = 0.00210301
(Sample number418)  iteration number: 512, Error = 0.00209268
(Sample number419)  iteration number: 512, Error = 0.00359202
(Sample number420)  iteration number: 512, Error = 0.00256335
(Sample number421)  iteration number: 512, Error = 0.00227453
(Sample number422)  iteration number: 512, Error = 0.00133758
(Sample number423)  iteration number: 512, Error = 0.00185543
(Sample number424)  iteration number: 512, Error = 0.00177404
(Sample number425)  iteration number: 512, Error = 0.00170638
(Sample number426)  iteration number: 512, Error = 0.00152462
(Sample number427)  iteration number: 512, Error = 0.00210675
(Sample number428)  iteration number: 512, Error = 0.00144166
(Sample number429)  iteration number: 314, Error = 0.000999288
(Sample number430)  iteration number: 512, Error = 0.00110152
(Sample number431)  iteration number: 512, Error = 0.00132526
(Sample number432)  iteration number: 218, Error = 0.000997346
(Sample number433)  iteration number: 373, Error = 0.00099947
(Sample number434)  iteration number: 129, Error = 0.000999977
(Sample number435)  iteration number: 512, Error = 0.00170822
(Sample number436)  iteration number: 1, Error = 0.000691453
(Sample number437)  iteration number: 512, Error = 0.00188038
(Sample number438)  iteration number: 512, Error = 0.00139499
(Sample number439)  iteration number: 512, Error = 0.00110084
(Sample number440)  iteration number: 512, Error = 0.001693
(Sample number441)  iteration number: 512, Error = 0.00190382
(Sample number442)  iteration number: 512, Error = 0.0018118
(Sample number443)  iteration number: 512, Error = 0.00119277
(Sample number444)  iteration number: 512, Error = 0.00155498
(Sample number445)  iteration number: 512, Error = 0.0281073
(Sample number446)  iteration number: 480, Error = 0.000999745
(Sample number447)  iteration number: 512, Error = 0.00184336
(Sample number448)  iteration number: 512, Error = 0.002263
(Sample number449)  iteration number: 512, Error = 0.00147601
(Sample number450)  iteration number: 512, Error = 0.00129433
(Sample number451)  iteration number: 1, Error = 0.000768521
(Sample number452)  iteration number: 512, Error = 0.0014375
(Sample number453)  iteration number: 512, Error = 0.0025905
(Sample number454)  iteration number: 512, Error = 0.00157597
(Sample number455)  iteration number: 355, Error = 0.00099942
(Sample number456)  iteration number: 471, Error = 0.00099975
(Sample number457)  iteration number: 512, Error = 0.00175524
(Sample number458)  iteration number: 512, Error = 0.00203507
(Sample number459)  iteration number: 447, Error = 0.0009993
(Sample number460)  iteration number: 512, Error = 0.00207124
(Sample number461)  iteration number: 512, Error = 0.00191586
(Sample number462)  iteration number: 326, Error = 0.000999111
(Sample number463)  iteration number: 267, Error = 0.000998489
(Sample number464)  iteration number: 512, Error = 0.00181223
(Sample number465)  iteration number: 512, Error = 0.00184405
(Sample number466)  iteration number: 512, Error = 0.00129628
(Sample number467)  iteration number: 14, Error = 0.000999013
(Sample number468)  iteration number: 512, Error = 0.00153956
(Sample number469)  iteration number: 512, Error = 0.0011685
(Sample number470)  iteration number: 512, Error = 0.0014707
(Sample number471)  iteration number: 512, Error = 0.00277636
(Sample number472)  iteration number: 512, Error = 0.00247955
(Sample number473)  iteration number: 512, Error = 0.00265105
(Sample number474)  iteration number: 512, Error = 0.00121712
(Sample number475)  iteration number: 512, Error = 0.00295474
(Sample number476)  iteration number: 512, Error = 0.00266378
(Sample number477)  iteration number: 512, Error = 0.0021929
(Sample number478)  iteration number: 1, Error = 0.000496291
(Sample number479)  iteration number: 512, Error = 0.00244903
(Sample number480)  iteration number: 512, Error = 0.00122285
(Sample number481)  iteration number: 512, Error = 0.00251081
(Sample number482)  iteration number: 512, Error = 0.00179268
(Sample number483)  iteration number: 512, Error = 0.00246369
(Sample number484)  iteration number: 512, Error = 0.00183587
(Sample number485)  iteration number: 148, Error = 0.000999651
(Sample number486)  iteration number: 512, Error = 0.00172068
(Sample number487)  iteration number: 512, Error = 0.00156302
(Sample number488)  iteration number: 512, Error = 0.00190862
(Sample number489)  iteration number: 512, Error = 0.500491
(Sample number490)  iteration number: 512, Error = 0.00170984
(Sample number491)  iteration number: 1, Error = 0.000465054
(Sample number492)  iteration number: 512, Error = 0.00246924
(Sample number493)  iteration number: 306, Error = 0.000999664
(Sample number494)  iteration number: 512, Error = 0.0011911
(Sample number495)  iteration number: 512, Error = 0.476105
(Sample number496)  iteration number: 512, Error = 0.00112551
(Sample number497)  iteration number: 512, Error = 0.00258724
(Sample number498)  iteration number: 512, Error = 0.00226749
(Sample number499)  iteration number: 512, Error = 0.00184302
(Sample number500)  iteration number: 512, Error = 0.00144899
(Sample number501)  iteration number: 512, Error = 0.00236916
(Sample number502)  iteration number: 512, Error = 0.00242265
(Sample number503)  iteration number: 512, Error = 0.00343604
(Sample number504)  iteration number: 512, Error = 0.0024085
(Sample number505)  iteration number: 512, Error = 0.00208586
(Sample number506)  iteration number: 512, Error = 0.00170234
(Sample number507)  iteration number: 512, Error = 0.00137443
(Sample number508)  iteration number: 512, Error = 0.00129953
(Sample number509)  iteration number: 512, Error = 0.00182915
(Sample number510)  iteration number: 512, Error = 0.499947
(Sample number511)  iteration number: 1, Error = 0.000484627
(Sample number512)  iteration number: 512, Error = 0.00117113
(Sample number513)  iteration number: 512, Error = 0.00158413
(Sample number514)  iteration number: 359, Error = 0.000999539
(Sample number515)  iteration number: 512, Error = 0.00108544
(Sample number516)  iteration number: 512, Error = 0.00143716
(Sample number517)  iteration number: 512, Error = 0.00123221
(Sample number518)  iteration number: 512, Error = 0.00153777
(Sample number519)  iteration number: 512, Error = 0.00142408
(Sample number520)  iteration number: 512, Error = 0.00149608
(Sample number521)  iteration number: 512, Error = 0.00189782
(Sample number522)  iteration number: 512, Error = 0.00130988
(Sample number523)  iteration number: 303, Error = 0.000999309
(Sample number524)  iteration number: 512, Error = 0.00121972
(Sample number525)  iteration number: 512, Error = 0.00109934
(Sample number526)  iteration number: 512, Error = 0.00157315
(Sample number527)  iteration number: 431, Error = 0.000998774
(Sample number528)  iteration number: 512, Error = 0.00181217
(Sample number529)  iteration number: 512, Error = 0.469315
(Sample number530)  iteration number: 512, Error = 0.00105835
(Sample number531)  iteration number: 512, Error = 0.00121978
(Sample number532)  iteration number: 512, Error = 0.00332013
(Sample number533)  iteration number: 512, Error = 0.00228155
(Sample number534)  iteration number: 512, Error = 0.00187869
(Sample number535)  iteration number: 512, Error = 0.00151314
(Sample number536)  iteration number: 512, Error = 0.0013863
(Sample number537)  iteration number: 512, Error = 0.00100842
(Sample number538)  iteration number: 512, Error = 0.00139302
(Sample number539)  iteration number: 1, Error = 3.08458e-05
